MAV_1,WL_1,label
2.6292733768746097e-06,0.005717902023220445,0
2.685294024912014e-06,0.00547225589533651,0
2.798371912650386e-06,0.005449207605635742,0
2.5760639422227214e-06,0.005386179986797951,0
2.8513472006432087e-06,0.006001635185025388,0
2.3102431851209357e-06,0.004977064214539785,0
2.422657998873561e-06,0.005146978121516688,0
2.234224697391257e-06,0.004519192195306726,0
2.4010181422567093e-06,0.0048211900582926445,0
2.126458203124084e-06,0.004462361150466113,0
1.9004738010183618e-06,0.00392079981404572,0
2.7007529055265176e-06,0.005363281788673256,0
2.5907317461746504e-06,0.005358636831132317,0
2.31762189034315e-06,0.004736648602727831,0
1.991764170989964e-06,0.0045080490695909485,0
2.3902578685298046e-06,0.005071457479897794,0
2.150997554813787e-06,0.004680210168980357,0
2.5886589255647006e-06,0.005112823964052512,0
2.512793336191935e-06,0.00502078298268646,0
2.6402467829992285e-06,0.005268560996923461,0
2.914878122007845e-06,0.006152455997001807,0
0.0009759087606985718,0.5623461867447587,1
4.687043391078902e-08,0.00017659420898218122,1
4.6182003286143996e-08,1.2518761393798505e-05,1
4.300504524536022e-08,1.2273255264606547e-05,1
4.388776365400616e-08,1.275444320470717e-05,1
4.654114669302513e-08,1.3257921766068828e-05,1
4.7778835092954075e-08,1.3101054092751693e-05,1
4.323708477622573e-08,1.1305748597986908e-05,1
4.57618865127361e-08,0.00017365243987236965,1
4.262702749839918e-08,1.244811067714379e-05,1
4.177030041449109e-08,1.2088935429515079e-05,1
5.074429099151143e-08,1.2747504852130048e-05,1
4.8051485949096464e-08,1.3398091716388088e-05,1
4.459627627593128e-08,1.295144029512106e-05,1
4.457537510043269e-08,1.2996102069694186e-05,1
4.801458361608386e-08,0.00017207680088432336,1
4.553269970456925e-08,1.310428226167897e-05,1
5.0490205628758876e-08,1.2882112770042548e-05,1
4.67530101491541e-08,1.2963386407096473e-05,1
4.590721932762432e-08,1.1742523856843728e-05,1
5.0989548240130496e-08,1.2672426247921352e-05,1
3.987781285218885e-08,1.0631925318237933e-05,1
4.9018332625708614e-08,0.00017404474058521,1
5.79312167553251e-08,1.305664586745613e-05,1
5.0770737485230934e-08,1.2728487506658043e-05,1
4.187650373564535e-08,1.1890288289296017e-05,1
4.278333313980864e-08,1.1763070593285753e-05,1
4.016785877757731e-08,1.167336028851278e-05,1
4.834608895876238e-08,1.3475825862781134e-05,1
4.607851620787572e-08,0.00017344315689060339,1
4.6055359870658056e-08,1.213151433728783e-05,1
4.221465558692652e-08,1.1232244172763514e-05,1
5.144851417543201e-08,1.319885166545169e-05,1
5.2432082085515026e-08,1.242190260914358e-05,1
4.1827024925056536e-08,1.1895574717953946e-05,1
4.4290480890253295e-08,1.2617550207531308e-05,1
4.64799877741979e-08,0.00017921139608468523,1
5.6039060962743507e-08,1.3871307447614037e-05,1
4.589565227949338e-08,1.2800161945760372e-05,1
4.174751217781642e-08,1.1758879286117363e-05,1
4.8678275635457834e-08,1.4125707818951318e-05,1
4.62149444333734e-08,1.3824926564005892e-05,1
4.872496975307647e-08,1.3505376079114123e-05,1
0.001111451906441353,0.6001055854177187,1
0.0012616332432680568,1.012993697397446,1
0.0010023093317666064,0.6337483878799557,1
0.0009902318063924579,0.6372215155810059,1
0.0012876267342822373,0.7209355828793393,1
0.0020720962617280124,0.8193394745040603,1
0.0023159167232560235,1.084447034701855,1
0.0018601845229507432,0.9453141904307678,1
0.0019135335106632248,1.91996284263159,2
1.9431423746498855e-07,0.0004044858738304054,2
7.753104864165576e-07,0.0018094482956512205,2
9.209005547994079e-07,0.0021333465728014694,2
6.549342150924299e-07,0.0015209845754417526,2
6.135467363457029e-07,0.0013694697149993842,2
3.881745158509237e-07,0.000812519909750408,2
4.952932368946305e-07,0.0010632013339317034,2
6.034626411181788e-07,0.0014057926087858612,2
4.549711731342487e-07,0.0010542586879646234,2
4.2947996735958173e-07,0.000945435627887327,2
4.4357555315343924e-07,0.0009746046110438582,2
2.7472242154943915e-07,0.0005669371904923417,2
5.062407057867585e-07,0.001150456687647776,2
4.674744066209178e-07,0.001034666011221293,2
6.238591332969626e-07,0.0013904799410424133,2
5.263958961520315e-07,0.0013432915602190083,2
4.3425080985522665e-07,0.0009016746140558886,2
2.1938849705967486e-07,0.0004989949219215307,2
3.4535255739806294e-07,0.0007585684431020441,2
1.6705407742533711e-07,0.0003644986437557032,2
